Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,_name_or_path,adafactor,adam_beta1,adam_beta2,adam_epsilon,add_cross_attention,architectures,attention_probs_dropout_prob,auto_find_batch_size,bad_words_ids,base_score,begin_suppress_tokens,bf16,bf16_full_eval,booster,bootstrap,bos_token_id,callbacks,ccp_alpha,chunk_size_feed_forward,class_weight,classifier_dropout,colsample_bylevel,colsample_bynode,colsample_bytree,criterion,cross_attention_hidden_size,data_name,data_seed,dataloader_drop_last,dataloader_num_workers,dataloader_pin_memory,ddp_backend,ddp_broadcast_buffers,ddp_bucket_cap_mb,ddp_find_unused_parameters,ddp_timeout,debug,decoder_start_token_id,deepspeed,device,disable_tqdm,dispatch_batches,diversity_penalty,do_eval,do_predict,do_sample,do_train,dual,early_stopping,early_stopping_rounds,enable_categorical,encoder_no_repeat_ngram_size,eos_token_id,eval_accumulation_steps,eval_delay,eval_metric,eval_steps,evaluation_strategy,exponential_decay_length_penalty,feature_types,finetuning_task,fit_intercept,forced_bos_token_id,forced_eos_token_id,fp16,fp16_backend,fp16_full_eval,fp16_opt_level,fsdp,fsdp_config,fsdp_min_num_params,fsdp_transformer_layer_cls_to_wrap,full_determinism,gamma,gradient_accumulation_steps,gradient_checkpointing,gradient_checkpointing_kwargs,greater_is_better,group_by_length,grow_policy,half_precision_backend,hidden_act,hidden_dropout_prob,hidden_size,hub_always_push,hub_model_id,hub_private_repo,hub_strategy,hub_token,id2label,ignore_data_skip,importance_type,include_inputs_for_metrics,include_tokens_per_second,initializer_range,interaction_constraints,intercept_scaling,intermediate_size,is_decoder,is_encoder_decoder,jit_mode_eval,l1_ratio,label2id,label_names,label_smoothing_factor,layer_norm_eps,learning_rate,length_column_name,length_penalty,load_best_model_at_end,local_rank,log_level,log_level_replica,log_on_each_node,logging_dir,logging_first_step,logging_nan_inf_filter,logging_steps,logging_strategy,lr_scheduler_type,max_bin,max_cat_threshold,max_cat_to_onehot,max_delta_step,max_depth,max_features,max_grad_norm,max_iter,max_leaf_nodes,max_leaves,max_length,max_position_embeddings,max_samples,max_steps,metric_for_best_model,min_child_weight,min_impurity_decrease,min_length,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,missing,model_type,monotone_constraints,mp_parameters,multi_class,multi_strategy,n_estimators,n_jobs,neftune_noise_alpha,no_cuda,no_repeat_ngram_size,num_attention_heads,num_beam_groups,num_beams,num_hidden_layers,num_parallel_tree,num_return_sequences,num_train_epochs,objective,oob_score,optim,optim_args,output_attentions,output_dir,output_hidden_states,output_scores,overwrite_output_dir,pad_token_id,past_index,penalty,per_device_eval_batch_size,per_device_train_batch_size,per_gpu_eval_batch_size,per_gpu_train_batch_size,position_embedding_type,prediction_loss_only,prefix,problem_type,pruned_heads,push_to_hub,push_to_hub_model_id,push_to_hub_organization,push_to_hub_token,random_state,ray_scope,reg_alpha,reg_lambda,remove_invalid_values,remove_unused_columns,repetition_penalty,report_to,resume_from_checkpoint,return_dict,return_dict_in_generate,run_name,sampling_method,save_on_each_node,save_safetensors,save_steps,save_strategy,save_total_limit,scale_pos_weight,seed,sep_token_id,skip_memory_metrics,solver,split_batches,subsample,suppress_tokens,task_specific_params,temperature,tf32,tf_legacy_loss,tfidf_features,tie_encoder_decoder,tie_word_embeddings,tokenizer_class,tol,top_k,top_p,torch_compile,torch_compile_backend,torch_compile_mode,torch_dtype,torchdynamo,torchscript,tpu_metrics_debug,tpu_num_cores,transformers_version,tree_method,type_vocab_size,typical_p,use_bfloat16,use_cache,use_cpu,use_ipex,use_legacy_prediction_loop,use_mps_device,validate_parameters,verbose,verbosity,vocab_size,warm_start,warmup_ratio,warmup_steps,weight_decay,accuracy,accuracy_balanced,epoch,f1_neg,f1_pos,fn,fp,precision_neg,precision_pos,recall_neg,recall_pos,tn,total_flos,tp,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
2023-11-22 18:00:55,20.2s,af521eb25e3f407e88218bc9cfb7b7f4,LogisticRegression_split_T_spel_T_lem_25000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,4.464204169812292,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_T_spel_T_lem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,lbfgs,,,,,,,,25000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8936559139784946,0.8921328499501875,,0.8831935750561001,0.902398105200829,444,545,0.8938560841501315,0.8934922806331835,0.8727824463118581,0.9114832535885168,3739,,4572,,,,
2023-11-27 13:51:15,24.5s,0b30fc82b95f48ad961c2baa2db83b01,LogisticRegression_split_T_spel_F_stem_25000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,3.7478170435697113,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_T_spel_F_stem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,newton-cg,,,,,,,,25000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8937634408602151,0.89196001367054,,0.882855110267963,0.9028132992327366,427,561,0.8971084337349398,0.8910679611650485,0.8690476190476191,0.914872408293461,3723,,4589,,,,
2023-11-22 17:17:01,20.0s,7881d585a070475fa6577d8b7af82760,LogisticRegression_split_T_spel_F_lem_15000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,2.2761618740841594,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_T_spel_F_lem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,newton-cg,,,,,,,,15000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8936559139784946,0.8919114296436278,,0.88283378746594,0.9026478984151983,431,558,0.8963194611498677,0.891503013805172,0.8697478991596639,0.9140749601275917,3726,,4585,,,,
2023-11-22 17:57:29,19.5s,d8785674b3d24e009b25d4a29db69408,LogisticRegression_split_T_spel_T_lem_20000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,3.0379712018408953,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_T_spel_T_lem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,newton-cg,,,,,,,,20000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8933333333333333,0.8917316129003436,,0.8827145897375266,0.9021889173732992,441,551,0.8943459511260182,0.8925087787748732,0.8713818860877685,0.9120813397129187,3733,,4575,,,,
2023-11-27 13:21:11,24.1s,cb1d2962726948ffa76650ad268f2278,LogisticRegression_split_T_spel_F_lem_15000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,2.3315857700629397,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_T_spel_F_lem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,lbfgs,,,,,,,,15000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8934408602150538,0.8917290999334343,,0.8826524570751925,0.9024126046282619,434,557,0.8956981494832973,0.8916131543101771,0.8699813258636788,0.9134768740031898,3727,,4582,,,,
2023-11-27 13:26:25,26.0s,4e3f2dfa7b454af997abea2a925698d8,LogisticRegression_split_T_spel_F_lem_20000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,2.002036658544747,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_T_spel_F_lem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,lbfgs,,,,,,,,20000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8935483870967742,0.8917265869665251,,0.8825901328273246,0.9026357199055862,427,563,0.8970588235294118,0.890722049689441,0.8685807656395892,0.914872408293461,3721,,4589,,,,
2023-11-27 12:21:29,26.5s,d9fbd78b7b694642bde8f10928fb5a7a,LogisticRegression_split_F_spel_F_stem_20000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,2.556103069360497,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_F_spel_F_stem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,lbfgs,,,,,,,,20000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8935483870967742,0.8917265869665251,,0.8825901328273246,0.9026357199055862,427,563,0.8970588235294118,0.890722049689441,0.8685807656395892,0.914872408293461,3721,,4589,,,,
2023-11-22 17:05:13,20.3s,7698dd4457b74f73892d3b5542a6e714,LogisticRegression_split_F_spel_T_stem_25000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,3.0697447017720636,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_F_spel_T_stem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,lbfgs,,,,,,,,25000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8932258064516129,0.8915127055606932,,0.8824156305506217,0.9022156573116691,435,558,0.8954578226387887,0.8914185639229422,0.8697478991596639,0.9132775119617225,3726,,4581,,,,
2023-11-27 12:42:13,24.1s,bf4ddbfe792641a2b299c47464eb3b72,LogisticRegression_split_F_spel_T_lem_20000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,4.204645424205694,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_F_spel_T_lem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,lbfgs,,,,,,,,20000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8927956989247312,0.8913013371217706,,0.8823043324282848,0.9015697502221345,450,547,0.8925244805349892,0.8930177977703893,0.8723155929038282,0.9102870813397129,3737,,4566,,,,
2023-11-22 16:24:13,22.2s,aacd0d95be034c2daddf1b8976b6080f,LogisticRegression_split_F_spel_F_stem_20000,LOCAL,d:\anaconda\Lib\site-packages\ipykernel_launcher.py,aleksa.milenovic,FINISHED,3.1596289513810922,,,,,,,,,,,,,,,,,,,,,None,,,,,,,split_F_spel_F_stem.csv,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,auto,,,None,,,,,,,,,,,,,,,,,,,,,,l2,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,newton-cg,,,,,,,,20000,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,0,,,False,,,,0.8930107526881721,0.8912792788566782,,0.8821508942319081,0.9020380033474451,435,560,0.8954075498918009,0.8910717759190819,0.869281045751634,0.9132775119617225,3724,,4581,,,,
